,layer,layer_type,mode,prob_letter0,prob_letter1,prob_letter2,prob_letter3,prob_letter4,Let0,Let0Acc,Let1,Let1Acc,Let2,Let2Acc,Let3,Let3Acc,Let4,Let4Acc,Let1Prev,Let1PrevDiff,Let2Prev,Let2PrevDiff,Let3Prev,Let3PrevDiff,Let4Prev,Let4PrevDiff,Let0Next,Let0NextDiff,Let1Next,Let1NextDiff,Let2Next,Let2NextDiff,Let3Next,Let3NextDiff
39,9,mlp,denoising,0.8337224721908569,0.9404379725456238,0.9654767513275146,0.9439531564712524,0.8950905799865723,-4.691688537597656,0.0625,-4.757805824279785,0.125,-5.468189239501953,0.0390625,-5.548163414001465,0.0703125,-6.1885809898376465,0.0859375,-5.896978378295898,1.1391725540161133,-5.675780773162842,0.20759153366088867,-5.047688007354736,-0.5004754066467285,-6.0447916984558105,-0.14378929138183594,-4.751944065093994,0.06025552749633789,-5.17209529876709,0.4142894744873047,-5.428299427032471,-0.03988981246948242,-5.826661109924316,0.27849769592285156
40,10,attn,noising,0.8377236127853394,0.9391016960144043,0.9691205024719238,0.9491571187973022,0.8566727638244629,-0.7405123710632324,0.96875,-0.8930385112762451,0.7265625,-1.063752293586731,0.671875,-1.1569042205810547,0.6171875,-0.7438769340515137,0.828125,-6.151098251342773,5.258059740066528,-6.056878089904785,4.993125796318054,-5.36262321472168,4.205718994140625,-5.8031907081604,5.059313774108887,-4.312798976898193,3.572286605834961,-3.1582653522491455,2.2652268409729004,-3.478081703186035,2.414329409599304,-3.0852787494659424,1.9283745288848877
41,10,attn,denoising,0.8328448534011841,0.9406495094299316,0.9656609296798706,0.9450607299804688,0.8943005800247192,-4.69382381439209,0.0625,-4.762306213378906,0.1171875,-5.462541580200195,0.0390625,-5.56153678894043,0.0703125,-6.1568603515625,0.0859375,-5.905026912689209,1.1427206993103027,-5.66896915435791,0.20642757415771484,-5.046751022338867,-0.5147857666015625,-6.009921073913574,-0.14693927764892578,-4.749228477478027,0.0554046630859375,-5.17210054397583,0.40979433059692383,-5.426429748535156,-0.03611183166503906,-5.827537536621094,0.26600074768066406
42,10,mlp,noising,0.8378990292549133,0.9387229681015015,0.9689642786979675,0.9499938488006592,0.8587762117385864,-0.7388113141059875,0.96875,-0.8972220420837402,0.734375,-1.0706168413162231,0.6484375,-1.1621544361114502,0.625,-0.7365114688873291,0.84375,-6.148313999176025,5.251091957092285,-6.047157287597656,4.976540446281433,-5.340482711791992,4.178328275680542,-5.788179397583008,5.051667928695679,-4.317089080810547,3.5782777667045593,-3.1581451892852783,2.260923147201538,-3.4703800678253174,2.3997632265090942,-3.077054977416992,1.914900541305542
43,10,mlp,denoising,0.8329678773880005,0.9401109218597412,0.9659632444381714,0.9447262287139893,0.8957290649414062,-4.697331428527832,0.0625,-4.759610652923584,0.1171875,-5.449946880340576,0.0390625,-5.558316230773926,0.0703125,-6.183837890625,0.0859375,-5.905861854553223,1.1462512016296387,-5.663817405700684,0.21387052536010742,-5.0456862449646,-0.5126299858093262,-6.03432559967041,-0.14951229095458984,-4.751416206359863,0.05408477783203125,-5.1750593185424805,0.4154486656188965,-5.413058280944824,-0.03688859939575195,-5.830646991729736,0.27233076095581055
44,11,attn,noising,0.8367223739624023,0.9392051696777344,0.9691935777664185,0.9494308233261108,0.8577817678451538,-0.7413674592971802,0.96875,-0.894095778465271,0.734375,-1.0687919855117798,0.65625,-1.153775691986084,0.6171875,-0.7370772361755371,0.8359375,-6.1490349769592285,5.2549391984939575,-6.075419902801514,5.006627917289734,-5.364832878112793,4.211057186126709,-5.799374580383301,5.062297344207764,-4.3194475173950195,3.5780800580978394,-3.151092767715454,2.256996989250183,-3.476776599884033,2.4079846143722534,-3.0716090202331543,1.9178333282470703
45,11,attn,denoising,0.8338741064071655,0.9400890469551086,0.96577388048172,0.9446519017219543,0.8949649333953857,-4.696073532104492,0.0625,-4.757027626037598,0.125,-5.460612773895264,0.0390625,-5.5565924644470215,0.0703125,-6.181096076965332,0.0859375,-5.896678924560547,1.1396512985229492,-5.654118061065674,0.19350528717041016,-5.038277626037598,-0.5183148384094238,-6.020479679107666,-0.16061639785766602,-4.749367713928223,0.05329418182373047,-5.170525550842285,0.4134979248046875,-5.418719291687012,-0.04189348220825195,-5.831066131591797,0.2744736671447754
46,11,mlp,noising,0.8370916843414307,0.9393689632415771,0.9697263240814209,0.9494102001190186,0.8574126958847046,-0.741278886795044,0.9609375,-0.8996573090553284,0.7265625,-1.0749613046646118,0.65625,-1.156710147857666,0.6171875,-0.7491797804832458,0.828125,-6.091785430908203,5.192128121852875,-6.04116153717041,4.966200232505798,-5.331794738769531,4.175084590911865,-5.773160934448242,5.023981153964996,-4.321382999420166,3.580104112625122,-3.151754379272461,2.2520970702171326,-3.485621452331543,2.410660147666931,-3.066868543624878,1.910158395767212
47,11,mlp,denoising,0.8330020904541016,0.9392117261886597,0.966109573841095,0.944602370262146,0.8951492309570312,-4.683478355407715,0.0625,-4.741654872894287,0.1171875,-5.454317092895508,0.0390625,-5.545872688293457,0.0703125,-6.152151107788086,0.0859375,-5.951656818389893,1.2100019454956055,-5.708972454071045,0.2546553611755371,-5.06167459487915,-0.48419809341430664,-6.0402421951293945,-0.1119089126586914,-4.741158485412598,0.05768013000488281,-5.156476020812988,0.41482114791870117,-5.420616149902344,-0.03370094299316406,-5.831356525421143,0.28548383712768555
48,12,attn,noising,0.8369730114936829,0.9390383362770081,0.9697251319885254,0.9493932127952576,0.8583793640136719,-0.7419007420539856,0.96875,-0.8944792747497559,0.7265625,-1.0685338973999023,0.6640625,-1.1528711318969727,0.609375,-0.7332168221473694,0.8359375,-6.117471218109131,5.222991943359375,-6.053285598754883,4.9847517013549805,-5.352151393890381,4.199280261993408,-5.78665828704834,5.0534414649009705,-4.3084588050842285,3.566558063030243,-3.1545567512512207,2.260077476501465,-3.4841647148132324,2.41563081741333,-3.0523853302001953,1.8995141983032227
49,12,attn,denoising,0.8329466581344604,0.9403655529022217,0.9653038382530212,0.9451494216918945,0.8943707942962646,-4.6797332763671875,0.0625,-4.755512237548828,0.125,-5.460090637207031,0.0390625,-5.573148727416992,0.0703125,-6.190188407897949,0.0859375,-5.936223983764648,1.1807117462158203,-5.677976608276367,0.21788597106933594,-5.052425861358643,-0.5207228660583496,-6.041388511657715,-0.14879989624023438,-4.743198871612549,0.06346559524536133,-5.176131248474121,0.42061901092529297,-5.436623573303223,-0.023467063903808594,-5.855234146118164,0.2820854187011719
50,12,mlp,noising,0.8372436761856079,0.9393397569656372,0.9696110486984253,0.9498797655105591,0.8595082759857178,-0.7426599264144897,0.96875,-0.9022334218025208,0.7265625,-1.0676181316375732,0.671875,-1.1494641304016113,0.625,-0.7301560044288635,0.84375,-6.16025972366333,5.258026301860809,-6.051339149475098,4.983721017837524,-5.315996170043945,4.166532039642334,-5.781637668609619,5.051481664180756,-4.315957069396973,3.573297142982483,-3.156848430633545,2.254615008831024,-3.48272705078125,2.4151089191436768,-3.063014507293701,1.9135503768920898
51,12,mlp,denoising,0.8332637548446655,0.9402288198471069,0.9658538103103638,0.9441896080970764,0.8937011957168579,-4.68974494934082,0.0625,-4.761600494384766,0.1171875,-5.460522651672363,0.0390625,-5.568307399749756,0.0703125,-6.178995132446289,0.0859375,-5.920845031738281,1.1592445373535156,-5.6918487548828125,0.23132610321044922,-5.0819244384765625,-0.48638296127319336,-6.029935836791992,-0.14905929565429688,-4.747291088104248,0.057546138763427734,-5.184451580047607,0.4228510856628418,-5.419129371643066,-0.041393280029296875,-5.8323259353637695,0.26401853561401367
52,13,attn,noising,0.8402019739151001,0.9376364946365356,0.9691811203956604,0.9500851631164551,0.8579303622245789,-0.7531450986862183,0.9609375,-0.9098926782608032,0.71875,-1.0701714754104614,0.671875,-1.156012773513794,0.625,-0.743716835975647,0.8359375,-6.3782501220703125,5.468357443809509,-6.088104248046875,5.017932772636414,-5.370660305023193,4.214647531509399,-5.812816619873047,5.0690997838974,-4.294677734375,3.5415326356887817,-3.182539224624634,2.2726465463638306,-3.490854024887085,2.4206825494766235,-3.077291965484619,1.9212791919708252
53,13,attn,denoising,0.8396042585372925,0.9413291215896606,0.9665209650993347,0.9438088536262512,0.8944900631904602,-4.501814365386963,0.0625,-4.722115516662598,0.1171875,-5.432537078857422,0.0390625,-5.537840843200684,0.0703125,-6.176028251647949,0.09375,-5.662030220031738,0.9399147033691406,-5.624453544616699,0.19191646575927734,-5.011380672454834,-0.5264601707458496,-5.996757507324219,-0.17927074432373047,-4.67394495010376,0.17213058471679688,-5.133508682250977,0.4113931655883789,-5.3939104080200195,-0.038626670837402344,-5.816105365753174,0.27826452255249023
54,13,mlp,noising,0.8373726010322571,0.9394470453262329,0.9690561890602112,0.9488281011581421,0.8552570343017578,-0.7406789660453796,0.96875,-0.8915692567825317,0.7265625,-1.0663182735443115,0.671875,-1.1591367721557617,0.6171875,-0.7442229390144348,0.828125,-6.132259845733643,5.240690588951111,-6.048527717590332,4.9822094440460205,-5.346417427062988,4.187280654907227,-5.771661758422852,5.027438819408417,-4.311660289764404,3.5709813237190247,-3.156175374984741,2.2646061182022095,-3.4871654510498047,2.420847177505493,-3.0555508136749268,1.896414041519165
55,13,mlp,denoising,0.833997905254364,0.9403531551361084,0.9664288759231567,0.9439585208892822,0.8944717049598694,-4.695649147033691,0.0625,-4.749440670013428,0.1171875,-5.463080883026123,0.0390625,-5.525189399719238,0.0703125,-6.165524482727051,0.0859375,-5.909826755523682,1.160386085510254,-5.696376800537109,0.23329591751098633,-5.054714202880859,-0.4704751968383789,-6.029716491699219,-0.13580799102783203,-4.754066467285156,0.058417320251464844,-5.164581298828125,0.41514062881469727,-5.4207377433776855,-0.0423431396484375,-5.844793796539307,0.31960439682006836
56,14,attn,noising,0.8366754055023193,0.940272331237793,0.968998908996582,0.9490792751312256,0.8554778099060059,-0.7467350363731384,0.96875,-0.8994585275650024,0.75,-1.0663394927978516,0.671875,-1.1649473905563354,0.6171875,-0.7766110301017761,0.8125,-6.089081764221191,5.189623236656189,-6.061990737915039,4.9956512451171875,-5.353044509887695,4.18809711933136,-5.804698467254639,5.0280874371528625,-4.303317070007324,3.556582033634186,-3.16206955909729,2.2626110315322876,-3.5139527320861816,2.44761323928833,-3.1651172637939453,2.00016987323761
57,14,attn,denoising,0.830717921257019,0.9412012696266174,0.9675014019012451,0.9435665607452393,0.893713653087616,-4.655498504638672,0.0625,-4.690639972686768,0.1171875,-5.318976879119873,0.0546875,-5.378540992736816,0.078125,-5.946913719177246,0.09375,-5.935534477233887,1.2448945045471191,-5.55726432800293,0.23828744888305664,-4.909393787384033,-0.4691472053527832,-5.884430408477783,-0.06248331069946289,-4.734417915344238,0.0789194107055664,-5.117654323577881,0.4270143508911133,-5.265825271606445,-0.053151607513427734,-5.5831780433654785,0.2046370506286621
58,14,mlp,noising,0.8369626998901367,0.9390259385108948,0.9696287512779236,0.9495317935943604,0.8577733039855957,-0.7405534386634827,0.96875,-0.889510989189148,0.75,-1.0676270723342896,0.6640625,-1.1615123748779297,0.609375,-0.735327422618866,0.8515625,-6.106812477111816,5.2173014879226685,-6.021468639373779,4.95384156703949,-5.344911575317383,4.183399200439453,-5.802396774291992,5.067069351673126,-4.318493366241455,3.5779399275779724,-3.149134635925293,2.259623646736145,-3.4645352363586426,2.396908164024353,-3.05587100982666,1.8943586349487305
59,14,mlp,denoising,0.8331959247589111,0.9398871660232544,0.964751660823822,0.9440267086029053,0.8946506977081299,-4.6957831382751465,0.0625,-4.75687837600708,0.1171875,-5.481266975402832,0.0390625,-5.549250602722168,0.0703125,-6.178367614746094,0.0859375,-5.9274749755859375,1.1705965995788574,-5.704275131225586,0.2230081558227539,-5.048319339752197,-0.5009312629699707,-6.018664360046387,-0.15970325469970703,-4.747067451477051,0.0512843132019043,-5.164891242980957,0.40801286697387695,-5.4416913986206055,-0.03957557678222656,-5.850641250610352,0.3013906478881836
60,15,attn,noising,0.8371919393539429,0.9393953084945679,0.9693434238433838,0.9495441317558289,0.8588043451309204,-0.740662157535553,0.96875,-0.8932148218154907,0.7265625,-1.0718735456466675,0.671875,-1.1516199111938477,0.625,-0.7322586178779602,0.8515625,-6.074319839477539,5.181105017662048,-6.033041000366211,4.9611674547195435,-5.331711292266846,4.180091381072998,-5.770285606384277,5.038026988506317,-4.304708003997803,3.5640458464622498,-3.1458792686462402,2.2526644468307495,-3.487577438354492,2.4157038927078247,-3.0645241737365723,1.9129042625427246
61,15,attn,denoising,0.8325073719024658,0.9404864311218262,0.9652868509292603,0.9449601173400879,0.8945211172103882,-4.688394546508789,0.0546875,-4.755640029907227,0.1171875,-5.461215019226074,0.0390625,-5.568380355834961,0.0703125,-6.182473182678223,0.0859375,-5.975740432739258,1.2201004028320312,-5.711165428161621,0.24995040893554688,-5.07785701751709,-0.4905233383178711,-6.0565948486328125,-0.12587833404541016,-4.7525129318237305,0.0641183853149414,-5.170334815979004,0.41469478607177734,-5.422749042510986,-0.03846597671508789,-5.849837303161621,0.28145694732666016
62,15,mlp,noising,0.8375874757766724,0.939651370048523,0.9692844152450562,0.9490482211112976,0.8578482270240784,-0.7377766370773315,0.96875,-0.9019147753715515,0.71875,-1.0775563716888428,0.65625,-1.156139612197876,0.6171875,-0.7476612329483032,0.8359375,-6.124213218688965,5.222298443317413,-6.101321697235107,5.023765325546265,-5.334497928619385,4.178358316421509,-5.7739152908325195,5.026254057884216,-4.321798324584961,3.5840216875076294,-3.142566204071045,2.2406514286994934,-3.4935173988342285,2.4159610271453857,-3.0841431617736816,1.9280035495758057
63,15,mlp,denoising,0.8324856758117676,0.9401254057884216,0.9672458171844482,0.9454888105392456,0.8947389721870422,-4.695084095001221,0.0625,-4.739309310913086,0.125,-5.4540205001831055,0.0390625,-5.555066108703613,0.0703125,-6.135955333709717,0.0859375,-5.907824993133545,1.168515682220459,-5.662391662597656,0.20837116241455078,-5.071402549743652,-0.48366355895996094,-6.021778106689453,-0.11417722702026367,-4.741689205169678,0.04660511016845703,-5.163241386413574,0.4239320755004883,-5.421051025390625,-0.03296947479248047,-5.828437328338623,0.27337121963500977
64,16,attn,noising,0.8415945768356323,0.9390180110931396,0.9696182012557983,0.9499478340148926,0.857935905456543,-0.76134192943573,0.9609375,-0.8993279337882996,0.7109375,-1.0706031322479248,0.6640625,-1.1566505432128906,0.6171875,-0.7377819418907166,0.84375,-6.517409324645996,5.6180813908576965,-6.102990627288818,5.0323874950408936,-5.385673522949219,4.229022979736328,-5.7999725341796875,5.062190592288971,-4.2731523513793945,3.5118104219436646,-3.1897237300872803,2.2903957962989807,-3.4784719944000244,2.4078688621520996,-3.0770480632781982,1.9203975200653076
65,16,attn,denoising,0.8401905298233032,0.9406144618988037,0.9658623933792114,0.9437097311019897,0.8942242860794067,-4.38831090927124,0.0625,-4.703756332397461,0.125,-5.410674095153809,0.0390625,-5.541116714477539,0.0625,-6.186627388000488,0.0859375,-5.5187811851501465,0.8150248527526855,-5.60257625579834,0.19190216064453125,-4.998638153076172,-0.5424785614013672,-6.011669158935547,-0.1749582290649414,-4.655458450317383,0.2671475410461426,-5.108936786651611,0.4051804542541504,-5.366890907287598,-0.04378318786621094,-5.820788383483887,0.27967166900634766
66,16,mlp,noising,0.8374011516571045,0.939516544342041,0.9695516228675842,0.9497607946395874,0.8574274778366089,-0.7399541735649109,0.9609375,-0.9007992744445801,0.7265625,-1.0598292350769043,0.640625,-1.1766207218170166,0.625,-0.741896390914917,0.8359375,-6.134523391723633,5.233724117279053,-6.006143093109131,4.946313858032227,-5.309017181396484,4.132396459579468,-5.762800216674805,5.020903825759888,-4.310495376586914,3.570541203022003,-3.1503512859344482,2.249552011489868,-3.4718544483184814,2.412025213241577,-3.052760124206543,1.8761394023895264
67,16,mlp,denoising,0.8323039412498474,0.941533625125885,0.9672456979751587,0.9440281391143799,0.8932382464408875,-4.694992542266846,0.0625,-4.754874229431152,0.1171875,-5.450345039367676,0.0390625,-5.540550231933594,0.0703125,-6.148043632507324,0.0859375,-5.91688346862793,1.1620092391967773,-5.714537620544434,0.2641925811767578,-5.054349422454834,-0.48620080947875977,-6.034005165100098,-0.11403846740722656,-4.755214214324951,0.06022167205810547,-5.171041011810303,0.4161667823791504,-5.41141414642334,-0.03893089294433594,-5.829565048217773,0.2890148162841797
68,17,attn,noising,0.8385930061340332,0.9394025206565857,0.9697101712226868,0.9498654007911682,0.857560396194458,-0.7508530616760254,0.953125,-0.9127645492553711,0.734375,-1.086645483970642,0.65625,-1.1492723226547241,0.6171875,-0.7377389669418335,0.8359375,-6.258796691894531,5.34603214263916,-6.119052886962891,5.0324074029922485,-5.379798889160156,4.230526566505432,-5.798464775085449,5.060725808143616,-4.300650596618652,3.549797534942627,-3.1654915809631348,2.2527270317077637,-3.4858484268188477,2.3992029428482056,-3.079970359802246,1.930698037147522
69,17,attn,denoising,0.8326927423477173,0.9421360492706299,0.9659748077392578,0.9445399641990662,0.8951689004898071,-4.574861526489258,0.0625,-4.7041015625,0.1171875,-5.388551712036133,0.0390625,-5.53840970993042,0.0703125,-6.159241199493408,0.09375,-5.7718706130981445,1.0677690505981445,-5.579372406005859,0.19082069396972656,-4.999469757080078,-0.5389399528503418,-6.005433082580566,-0.1538081169128418,-4.699982643127441,0.1251211166381836,-5.130533218383789,0.42643165588378906,-5.364102363586426,-0.02444934844970703,-5.807154655456543,0.26874494552612305
70,17,mlp,noising,0.8371952176094055,0.9399629235267639,0.9689242839813232,0.9498986005783081,0.8586578965187073,-0.7427224516868591,0.96875,-0.8925960063934326,0.7421875,-1.0738251209259033,0.6484375,-1.1677978038787842,0.625,-0.7364106774330139,0.84375,-6.130610466003418,5.238014459609985,-6.0406928062438965,4.966867685317993,-5.3264312744140625,4.158633470535278,-5.809561729431152,5.073151051998138,-4.298957824707031,3.556235373020172,-3.1516990661621094,2.2591030597686768,-3.475508689880371,2.4016835689544678,-3.0654501914978027,1.8976523876190186
71,17,mlp,denoising,0.8321298956871033,0.9398210048675537,0.9661733508110046,0.9441400170326233,0.8952756524085999,-4.673910617828369,0.0625,-4.750243186950684,0.1171875,-5.438778877258301,0.0390625,-5.5223069190979,0.0703125,-6.1554083824157715,0.0859375,-5.926603317260742,1.1763601303100586,-5.698739528656006,0.2599606513977051,-5.0590057373046875,-0.4633011817932129,-6.007769584655762,-0.14763879776000977,-4.7281270027160645,0.05421638488769531,-5.166281700134277,0.41603851318359375,-5.415541648864746,-0.023237228393554688,-5.826072692871094,0.30376577377319336
72,18,attn,noising,0.8357996940612793,0.9392956495285034,0.9710009694099426,0.9505178332328796,0.8574895858764648,-0.7588393688201904,0.96875,-0.9220938682556152,0.7421875,-1.098407506942749,0.65625,-1.1650375127792358,0.625,-0.7510082125663757,0.828125,-6.290458679199219,5.3683648109436035,-6.159848690032959,5.06144118309021,-5.409470558166504,4.244433045387268,-5.817829132080078,5.066820919513702,-4.3069000244140625,3.548060655593872,-3.1592042446136475,2.2371103763580322,-3.479867458343506,2.381459951400757,-3.0844836235046387,1.9194461107254028
73,18,attn,denoising,0.8339223265647888,0.941124677658081,0.9666041135787964,0.9455000162124634,0.8954887986183167,-4.554103851318359,0.0625,-4.641994953155518,0.125,-5.360470294952393,0.046875,-5.51729679107666,0.078125,-6.154417514801025,0.09375,-5.709920406341553,1.0679254531860352,-5.525913238525391,0.16544294357299805,-4.969927787780762,-0.5473690032958984,-5.994316101074219,-0.16010141372680664,-4.684311389923096,0.13020753860473633,-5.069624900817871,0.4276299476623535,-5.361513137817383,0.0010428428649902344,-5.789507865905762,0.27221107482910156
74,18,mlp,noising,0.8375025987625122,0.9397090673446655,0.9699060916900635,0.9495460987091064,0.8567293882369995,-0.7428929805755615,0.96875,-0.8953165411949158,0.75,-1.0660672187805176,0.671875,-1.161062479019165,0.6171875,-0.740998387336731,0.8359375,-6.136283874511719,5.240967333316803,-6.045197486877441,4.979130268096924,-5.347932815551758,4.186870336532593,-5.780702590942383,5.039704203605652,-4.3119425773620605,3.569049596786499,-3.149674654006958,2.2543581128120422,-3.4830048084259033,2.4169375896453857,-3.063417434692383,1.9023549556732178
75,18,mlp,denoising,0.8341935873031616,0.9402201175689697,0.9659823775291443,0.944998025894165,0.8945235013961792,-4.672886371612549,0.0625,-4.73685359954834,0.1171875,-5.4549713134765625,0.0390625,-5.540733337402344,0.0625,-6.157474040985107,0.0859375,-5.911478042602539,1.1746244430541992,-5.699431419372559,0.2444601058959961,-5.073293209075928,-0.467440128326416,-6.031689167022705,-0.12578487396240234,-4.741589546203613,0.06870317459106445,-5.1628289222717285,0.42597532272338867,-5.424176216125488,-0.03079509735107422,-5.860825538635254,0.32009220123291016
76,19,attn,noising,0.8379089832305908,0.9393225908279419,0.969923734664917,0.949955403804779,0.8577009439468384,-0.741256833076477,0.96875,-0.8939582705497742,0.7265625,-1.0635440349578857,0.6484375,-1.1547012329101562,0.625,-0.7374753952026367,0.84375,-6.171198844909668,5.277240574359894,-6.0866241455078125,5.023080110549927,-5.364751815795898,4.210050582885742,-5.799802780151367,5.0623273849487305,-4.3164520263671875,3.5751951932907104,-3.157310962677002,2.263352692127228,-3.4860076904296875,2.4224636554718018,-3.073573589324951,1.918872356414795
77,19,attn,denoising,0.8345835208892822,0.9399775266647339,0.9665184617042542,0.9449033737182617,0.8946820497512817,-4.6926589012146,0.0625,-4.754322052001953,0.1171875,-5.4635419845581055,0.0390625,-5.5531206130981445,0.0703125,-6.1711506843566895,0.0859375,-5.883288383483887,1.1289663314819336,-5.652585983276367,0.18904399871826172,-5.040440559387207,-0.5126800537109375,-6.013754844665527,-0.1573958396911621,-4.7532219886779785,0.060563087463378906,-5.169466495513916,0.4151444435119629,-5.418308258056641,-0.045233726501464844,-5.8338303565979,0.28070974349975586
78,19,mlp,noising,0.8394115567207336,0.9389817714691162,0.9694174528121948,0.9492994546890259,0.8581172227859497,-0.7403602600097656,0.96875,-0.892475962638855,0.7265625,-1.079669713973999,0.65625,-1.165861964225769,0.625,-0.7436358332633972,0.8359375,-6.098327159881592,5.205851197242737,-6.009681701660156,4.930011987686157,-5.290806770324707,4.124944806098938,-5.775761127471924,5.032125294208527,-4.295415878295898,3.555055618286133,-3.1387062072753906,2.2462302446365356,-3.4567511081695557,2.3770813941955566,-3.0549981594085693,1.8891361951828003
