,layer,layer_type,mode,prob_letter0,prob_letter1,prob_letter2,prob_letter3,prob_letter4,Let0,Let0Acc,Let1,Let1Acc,Let2,Let2Acc,Let3,Let3Acc,Let4,Let4Acc,Let1Prev,Let1PrevDiff,Let2Prev,Let2PrevDiff,Let3Prev,Let3PrevDiff,Let4Prev,Let4PrevDiff,Let0Next,Let0NextDiff,Let1Next,Let1NextDiff,Let2Next,Let2NextDiff,Let3Next,Let3NextDiff
79,19,mlp,denoising,0.8335729837417603,0.9399141669273376,0.9652073979377747,0.9445195198059082,0.8929620981216431,-4.625751495361328,0.0625,-4.706745147705078,0.1171875,-5.40293025970459,0.0390625,-5.497889995574951,0.078125,-6.131587982177734,0.0859375,-5.938573837280273,1.2318286895751953,-5.67879056930542,0.2758603096008301,-5.076838493347168,-0.4210515022277832,-6.011628150939941,-0.11995983123779297,-4.734157562255859,0.10840606689453125,-5.154366493225098,0.44762134552001953,-5.3843183517456055,-0.018611907958984375,-5.819784641265869,0.32189464569091797
80,20,attn,noising,0.8367118835449219,0.9402474164962769,0.969646155834198,0.9492416381835938,0.8547911643981934,-0.7415076494216919,0.96875,-0.8861846327781677,0.7421875,-1.052872896194458,0.671875,-1.1480798721313477,0.6171875,-0.7597135305404663,0.828125,-6.038202285766602,5.152017652988434,-6.090028285980225,5.037155389785767,-5.373152732849121,4.225072860717773,-5.798525810241699,5.038812279701233,-4.312493324279785,3.5709856748580933,-3.1602940559387207,2.274109423160553,-3.4875645637512207,2.4346916675567627,-3.1207151412963867,1.972635269165039
81,20,attn,denoising,0.8313695192337036,0.9410094022750854,0.9661670923233032,0.9440382122993469,0.8934085369110107,-4.702481269836426,0.0625,-4.676821708679199,0.1171875,-5.346253395080566,0.0390625,-5.425202369689941,0.0703125,-6.010054588317871,0.0859375,-5.942681312561035,1.265859603881836,-5.536764144897461,0.19051074981689453,-4.884583473205566,-0.540618896484375,-5.903232097625732,-0.10682249069213867,-4.755327224731445,0.05284595489501953,-5.104681015014648,0.4278593063354492,-5.2957844734191895,-0.05046892166137695,-5.658453464508057,0.23325109481811523
82,20,mlp,noising,0.8377661108970642,0.9397855997085571,0.9694439172744751,0.9495508074760437,0.8579317331314087,-0.7392273545265198,0.96875,-0.8894603252410889,0.75,-1.0731911659240723,0.6640625,-1.1579904556274414,0.6328125,-0.7330814003944397,0.84375,-6.103053092956543,5.213592767715454,-6.0486979484558105,4.975506782531738,-5.310886859893799,4.152896404266357,-5.775341987609863,5.042260587215424,-4.315434455871582,3.5762071013450623,-3.1227238178253174,2.2332634925842285,-3.4464123249053955,2.3732211589813232,-3.0498313903808594,1.891840934753418
83,20,mlp,denoising,0.8334589004516602,0.941415011882782,0.9665102958679199,0.9446172118186951,0.894841730594635,-4.672815799713135,0.0546875,-4.714987754821777,0.125,-5.426909446716309,0.0390625,-5.535485744476318,0.0625,-6.152590751647949,0.0859375,-5.9097490310668945,1.1947612762451172,-5.672813892364502,0.24590444564819336,-5.061628341674805,-0.47385740280151367,-6.033481597900391,-0.1191091537475586,-4.741938591003418,0.0691227912902832,-5.154327392578125,0.43933963775634766,-5.408825874328613,-0.018083572387695312,-5.804661273956299,0.26917552947998047
84,21,attn,noising,0.8375938534736633,0.9394803047180176,0.9696561098098755,0.9494186043739319,0.8575984239578247,-0.7435243725776672,0.96875,-0.8962849974632263,0.71875,-1.0631259679794312,0.6640625,-1.1611475944519043,0.6015625,-0.7439887523651123,0.828125,-6.157532691955566,5.26124769449234,-6.070273399353027,5.007147431373596,-5.350132942199707,4.188985347747803,-5.80344820022583,5.059459447860718,-4.3145647048950195,3.5710403323173523,-3.15926456451416,2.262979567050934,-3.4921374320983887,2.4290114641189575,-3.0669102668762207,1.9057626724243164
85,21,attn,denoising,0.8319895267486572,0.9401417970657349,0.9658851623535156,0.9442439079284668,0.8946260213851929,-4.6856865882873535,0.0625,-4.75851583480835,0.1171875,-5.463742256164551,0.0390625,-5.54475212097168,0.0703125,-6.166409492492676,0.0859375,-5.9028239250183105,1.144308090209961,-5.661818504333496,0.1980762481689453,-5.051280975341797,-0.4934711456298828,-6.020448684692383,-0.14596080780029297,-4.746318817138672,0.06063222885131836,-5.167749881744385,0.40923404693603516,-5.412579536437988,-0.0511627197265625,-5.839712142944336,0.29496002197265625
86,21,mlp,noising,0.8382425308227539,0.940041184425354,0.9691281318664551,0.9484407901763916,0.8592647314071655,-0.7396005392074585,0.96875,-0.8973299264907837,0.75,-1.085146188735962,0.65625,-1.165327548980713,0.6171875,-0.7398772239685059,0.828125,-6.078804969787598,5.181475043296814,-6.024454116821289,4.939307928085327,-5.310726165771484,4.1453986167907715,-5.778823375701904,5.038946151733398,-4.338207244873047,3.5986067056655884,-3.1423563957214355,2.245026469230652,-3.454334020614624,2.369187831878662,-3.070213556289673,1.90488600730896
87,21,mlp,denoising,0.8349398970603943,0.9400558471679688,0.9661988019943237,0.9439800381660461,0.8945855498313904,-4.680408000946045,0.0625,-4.681393146514893,0.125,-5.353642463684082,0.046875,-5.499823093414307,0.0625,-6.143878936767578,0.0859375,-5.914935111999512,1.2335419654846191,-5.659476280212402,0.3058338165283203,-5.057608127593994,-0.4422149658203125,-6.0228118896484375,-0.12106704711914062,-4.7232561111450195,0.04284811019897461,-5.11917781829834,0.43778467178344727,-5.372126579284668,0.018484115600585938,-5.799437522888184,0.29961442947387695
88,22,attn,noising,0.836584210395813,0.9395108819007874,0.969489336013794,0.9499084949493408,0.8579502701759338,-0.744861364364624,0.96875,-0.8977962136268616,0.734375,-1.0635769367218018,0.65625,-1.1520586013793945,0.625,-0.73923259973526,0.8359375,-6.137198448181152,5.239402234554291,-6.0618486404418945,4.998271703720093,-5.34053897857666,4.188480377197266,-5.789028167724609,5.049795567989349,-4.307629585266113,3.5627682209014893,-3.1560802459716797,2.258284032344818,-3.479252338409424,2.415675401687622,-3.0709245204925537,1.9188659191131592
89,22,attn,denoising,0.8325234651565552,0.9402876496315002,0.965445876121521,0.9444824457168579,0.8940885066986084,-4.680579662322998,0.0625,-4.753977298736572,0.1171875,-5.464116096496582,0.0390625,-5.544971466064453,0.0703125,-6.16888427734375,0.0859375,-5.920597553253174,1.1666202545166016,-5.671530246734619,0.2074141502380371,-5.049877643585205,-0.49509382247924805,-6.023336887359619,-0.14554738998413086,-4.744944095611572,0.06436443328857422,-5.171844005584717,0.41786670684814453,-5.414543628692627,-0.04957246780395508,-5.819009780883789,0.27403831481933594
90,22,mlp,noising,0.8390098810195923,0.9406057596206665,0.9688953757286072,0.9486664533615112,0.8581883311271667,-0.739732027053833,0.9609375,-0.8987692594528198,0.7265625,-1.089684009552002,0.640625,-1.1581236124038696,0.625,-0.7352700233459473,0.84375,-6.106436729431152,5.2076674699783325,-6.019564151763916,4.929880142211914,-5.299419403076172,4.141295790672302,-5.7952680587768555,5.059998035430908,-4.308315277099609,3.5685832500457764,-3.135164737701416,2.236395478248596,-3.446800470352173,2.357116460800171,-3.0357308387756348,1.8776072263717651
91,22,mlp,denoising,0.8374797105789185,0.9406725168228149,0.9659956693649292,0.9435113668441772,0.8926076292991638,-4.659337043762207,0.0625,-4.668995380401611,0.125,-5.330804824829102,0.046875,-5.465091705322266,0.0703125,-6.110420227050781,0.0859375,-5.897345542907715,1.2283501625061035,-5.6422224044799805,0.3114175796508789,-5.044436931610107,-0.4206547737121582,-5.989834785461426,-0.12058544158935547,-4.753074645996094,0.09373760223388672,-5.133947372436523,0.4649519920349121,-5.344369888305664,0.0135650634765625,-5.765890598297119,0.3007988929748535
92,23,attn,noising,0.8374742865562439,0.9396700263023376,0.96990567445755,0.9500345587730408,0.8581621646881104,-0.7423756122589111,0.96875,-0.8935317397117615,0.7265625,-1.064435601234436,0.6640625,-1.158841609954834,0.6171875,-0.7462956309318542,0.8359375,-6.156581878662109,5.263050138950348,-6.074578762054443,5.010143160820007,-5.358243942260742,4.199402332305908,-5.801389694213867,5.055094063282013,-4.311152458190918,3.568776845932007,-3.1553962230682373,2.261864483356476,-3.4923324584960938,2.4278968572616577,-3.083087921142578,1.9242463111877441
93,23,attn,denoising,0.8331835865974426,0.9405332207679749,0.9662207365036011,0.9447923898696899,0.8939727544784546,-4.685737133026123,0.0625,-4.751514434814453,0.1171875,-5.466098785400391,0.0390625,-5.533939361572266,0.0703125,-6.142262935638428,0.0859375,-5.896302223205566,1.1447877883911133,-5.6565632820129395,0.19046449661254883,-5.03244161605835,-0.501497745513916,-5.9946980476379395,-0.14756488800048828,-4.748541355133057,0.0628042221069336,-5.172762870788574,0.4212484359741211,-5.40825891494751,-0.05783987045288086,-5.804693222045898,0.2707538604736328
94,23,mlp,noising,0.836384654045105,0.9391591548919678,0.9692656397819519,0.9495394229888916,0.85768061876297,-0.7402212619781494,0.96875,-0.8913390040397644,0.7421875,-1.0878839492797852,0.671875,-1.1680270433425903,0.6015625,-0.7522894144058228,0.8125,-6.091224670410156,5.199885666370392,-6.051219940185547,4.963335990905762,-5.356121063232422,4.1880940198898315,-5.78989315032959,5.037603735923767,-4.320880889892578,3.5806596279144287,-3.1402366161346436,2.248897612094879,-3.4747533798217773,2.386869430541992,-3.027596950531006,1.8595699071884155
95,23,mlp,denoising,0.8344194889068604,0.939081072807312,0.9654383659362793,0.9433772563934326,0.8949186205863953,-4.715742588043213,0.0546875,-4.693405628204346,0.109375,-5.422082901000977,0.046875,-5.502863883972168,0.0703125,-6.127751350402832,0.0859375,-5.908878326416016,1.21547269821167,-5.654974460601807,0.23289155960083008,-5.029793739318848,-0.4730701446533203,-6.014546871185303,-0.1132044792175293,-4.765203475952148,0.04946088790893555,-5.136390686035156,0.44298505783081055,-5.423525810241699,0.0014429092407226562,-5.84068489074707,0.33782100677490234
96,24,attn,noising,0.8374300003051758,0.939368724822998,0.9691711664199829,0.949623703956604,0.8580780029296875,-0.7414013147354126,0.96875,-0.8902335166931152,0.734375,-1.061237096786499,0.6640625,-1.1602683067321777,0.6015625,-0.7358435392379761,0.8359375,-6.1444411277771,5.254207611083984,-6.051962375640869,4.99072527885437,-5.354888916015625,4.194620609283447,-5.797598361968994,5.061754822731018,-4.315096855163574,3.5736955404281616,-3.157810688018799,2.2675771713256836,-3.476059913635254,2.414822816848755,-3.0705642700195312,1.9102959632873535
97,24,attn,denoising,0.8330205678939819,0.9398275017738342,0.9656215906143188,0.9442343711853027,0.8955079317092896,-4.695068836212158,0.0625,-4.758486747741699,0.125,-5.463079452514648,0.0390625,-5.556625843048096,0.0703125,-6.18239164352417,0.0859375,-5.912437438964844,1.1539506912231445,-5.6797637939453125,0.21668434143066406,-5.063861846923828,-0.4927639961242676,-6.031187057495117,-0.15120458602905273,-4.754876136779785,0.05980730056762695,-5.169734001159668,0.41124725341796875,-5.419087886810303,-0.0439915657043457,-5.834719657897949,0.2780938148498535
98,24,mlp,noising,0.8366379737854004,0.9392726421356201,0.9683717489242554,0.9491287469863892,0.8571497201919556,-0.7458442449569702,0.9609375,-0.89577716588974,0.7421875,-1.0812311172485352,0.6484375,-1.1825098991394043,0.59375,-0.7588616609573364,0.8515625,-6.1056060791015625,5.2098289132118225,-6.06336784362793,4.9821367263793945,-5.365453720092773,4.182943820953369,-5.79910945892334,5.040247797966003,-4.310060501098633,3.5642162561416626,-3.1258187294006348,2.2300415635108948,-3.469229221343994,2.387998104095459,-3.037984848022461,1.8554749488830566
99,24,mlp,denoising,0.832767128944397,0.9416674971580505,0.9648327827453613,0.9431040287017822,0.8944467306137085,-4.698944091796875,0.0625,-4.6879963874816895,0.1171875,-5.3646955490112305,0.046875,-5.465634822845459,0.078125,-6.071993350982666,0.0859375,-5.886631965637207,1.1986355781555176,-5.616894721984863,0.2521991729736328,-5.008333206176758,-0.45730161666870117,-5.947863578796387,-0.1241297721862793,-4.749547481536865,0.050603389739990234,-5.143858432769775,0.45586204528808594,-5.391053199768066,0.026357650756835938,-5.813971519470215,0.34833669662475586
100,25,attn,noising,0.8374816179275513,0.939691960811615,0.9694162011146545,0.9498012065887451,0.8584493398666382,-0.7400611639022827,0.96875,-0.8955845832824707,0.7265625,-1.0655536651611328,0.65625,-1.1513481140136719,0.6328125,-0.7342984676361084,0.84375,-6.157552719116211,5.26196813583374,-6.08823299407959,5.022679328918457,-5.362722396850586,4.211374282836914,-5.811692237854004,5.0773937702178955,-4.31650447845459,3.576443314552307,-3.157224416732788,2.2616398334503174,-3.4781055450439453,2.4125518798828125,-3.0668482780456543,1.9155001640319824
101,25,attn,denoising,0.8327369689941406,0.9408327341079712,0.9659197330474854,0.944807231426239,0.8950678110122681,-4.704873085021973,0.0625,-4.771276950836182,0.125,-5.481560707092285,0.0390625,-5.572797775268555,0.0625,-6.188581466674805,0.0859375,-5.909121513366699,1.1378445625305176,-5.6579999923706055,0.1764392852783203,-5.05446720123291,-0.5183305740356445,-6.008196830749512,-0.18038463592529297,-4.75331449508667,0.048441410064697266,-5.186190128326416,0.4149131774902344,-5.431242942810059,-0.05031776428222656,-5.857082843780518,0.2842850685119629
102,25,mlp,noising,0.8351770639419556,0.9399935603141785,0.9693423509597778,0.9493314027786255,0.8568919897079468,-0.7495402097702026,0.96875,-0.8908354640007019,0.75,-1.0637767314910889,0.671875,-1.1663589477539062,0.609375,-0.7510339021682739,0.84375,-6.13259744644165,5.2417619824409485,-6.077061653137207,5.013284921646118,-5.310445308685303,4.1440863609313965,-5.808840751647949,5.057806849479675,-4.279018402099609,3.5294781923294067,-3.16264009475708,2.271804630756378,-3.455479621887207,2.391702890396118,-3.031263828277588,1.8649048805236816
103,25,mlp,denoising,0.8327329754829407,0.9396011829376221,0.965997040271759,0.9436465501785278,0.8917300701141357,-4.681697845458984,0.0625,-4.7169647216796875,0.109375,-5.419618606567383,0.0390625,-5.461050033569336,0.0703125,-6.066192626953125,0.0859375,-5.892693996429443,1.1757292747497559,-5.614879131317139,0.19526052474975586,-4.987800121307373,-0.4732499122619629,-5.931389331817627,-0.13480329513549805,-4.7464776039123535,0.06477975845336914,-5.139244079589844,0.42227935791015625,-5.3765645027160645,-0.04305410385131836,-5.777772903442383,0.3167228698730469
104,26,attn,noising,0.8373083472251892,0.9394237399101257,0.9693087935447693,0.9496299028396606,0.8581887483596802,-0.7398689389228821,0.96875,-0.8934338092803955,0.7265625,-1.0670466423034668,0.6640625,-1.1584112644195557,0.6171875,-0.7391287088394165,0.84375,-6.145619869232178,5.252186059951782,-6.077371120452881,5.010324478149414,-5.357812881469727,4.199401617050171,-5.806577205657959,5.0674484968185425,-4.3164825439453125,3.5766136050224304,-3.154845714569092,2.2614119052886963,-3.4892992973327637,2.422252655029297,-3.070777416229248,1.9123661518096924
105,26,attn,denoising,0.8330209851264954,0.9403491616249084,0.9658266305923462,0.9447551369667053,0.8947598934173584,-4.704806327819824,0.0625,-4.76636266708374,0.1171875,-5.47023868560791,0.0390625,-5.555488586425781,0.0625,-6.178132057189941,0.0859375,-5.91501522064209,1.1486525535583496,-5.662742614746094,0.1925039291381836,-5.0496368408203125,-0.5058517456054688,-6.013937473297119,-0.16419458389282227,-4.755886554718018,0.05108022689819336,-5.18015193939209,0.4137892723083496,-5.422484397888184,-0.04775428771972656,-5.835807800292969,0.2803192138671875
106,26,mlp,noising,0.8402244448661804,0.9404616951942444,0.9694886207580566,0.9496250152587891,0.8559777736663818,-0.7354564666748047,0.953125,-0.8915613293647766,0.734375,-1.102653980255127,0.640625,-1.1910057067871094,0.609375,-0.7523316144943237,0.8203125,-6.105376243591309,5.213814914226532,-5.973241806030273,4.8705878257751465,-5.31309700012207,4.122091293334961,-5.766009330749512,5.013677716255188,-4.3252458572387695,3.589789390563965,-3.103550434112549,2.211989104747772,-3.438448905944824,2.3357949256896973,-3.0303597450256348,1.8393540382385254
107,26,mlp,denoising,0.8373667001724243,0.9413530230522156,0.9679052829742432,0.9453718066215515,0.8941986560821533,-4.68720006942749,0.0625,-4.677071571350098,0.1171875,-5.295785427093506,0.0390625,-5.441625595092773,0.078125,-6.059516906738281,0.0859375,-5.894619941711426,1.2175483703613281,-5.650233268737793,0.3544478416442871,-5.003124237060547,-0.43850135803222656,-5.979348182678223,-0.0801687240600586,-4.760447978973389,0.07324790954589844,-5.144686698913574,0.46761512756347656,-5.362637519836426,0.06685209274291992,-5.750396728515625,0.30877113342285156
108,27,attn,noising,0.8378597497940063,0.9402605295181274,0.9698399305343628,0.949590802192688,0.8578462600708008,-0.7417202591896057,0.96875,-0.8966132402420044,0.7421875,-1.072812795639038,0.6640625,-1.1559994220733643,0.6171875,-0.7431915998458862,0.84375,-6.063492298126221,5.166879057884216,-6.02153205871582,4.948719263076782,-5.309508800506592,4.1535093784332275,-5.748003959655762,5.0048123598098755,-4.316556930541992,3.5748366713523865,-3.165731906890869,2.2691186666488647,-3.487725019454956,2.414912223815918,-3.078848361968994,1.9228489398956299
109,27,attn,denoising,0.8335959911346436,0.9416341781616211,0.9659013748168945,0.9447113275527954,0.8936367630958557,-4.670386791229248,0.0625,-4.707385063171387,0.1171875,-5.391188144683838,0.0390625,-5.487532138824463,0.078125,-6.067049503326416,0.0859375,-5.966187000274658,1.2588019371032715,-5.660517692565918,0.2693295478820801,-5.044654846191406,-0.44287729263305664,-6.007690906524658,-0.05935859680175781,-4.740453720092773,0.07006692886352539,-5.1441240310668945,0.4367389678955078,-5.358104705810547,-0.033083438873291016,-5.772202014923096,0.2846698760986328
110,27,mlp,noising,0.8356232643127441,0.9397363066673279,0.9699968099594116,0.9490455389022827,0.8575921058654785,-0.7455812096595764,0.96875,-0.9002019762992859,0.75,-1.0891146659851074,0.6796875,-1.1887726783752441,0.6015625,-0.7411783933639526,0.8671875,-6.144583225250244,5.244381248950958,-6.086251258850098,4.99713659286499,-5.355918884277344,4.1671462059021,-5.799478054046631,5.058299660682678,-4.319118499755859,3.573537290096283,-3.1707839965820312,2.2705820202827454,-3.498579502105713,2.4094648361206055,-3.053406238555908,1.864633560180664
111,27,mlp,denoising,0.8249752521514893,0.9393680691719055,0.9668214321136475,0.9434135556221008,0.8924260139465332,-4.716885566711426,0.0546875,-4.7141852378845215,0.1171875,-5.414150238037109,0.046875,-5.498892784118652,0.0625,-6.084075927734375,0.0859375,-5.885939121246338,1.1717538833618164,-5.609545707702637,0.19539546966552734,-5.0040364265441895,-0.4948563575744629,-5.961958885192871,-0.1221170425415039,-4.741269111633301,0.024383544921875,-5.130995750427246,0.4168105125427246,-5.371715068817139,-0.0424351692199707,-5.784584045410156,0.2856912612915039
112,28,attn,noising,0.8413088321685791,0.9407545328140259,0.9700570106506348,0.9503967761993408,0.8578513860702515,-0.7330120801925659,0.96875,-0.8892338275909424,0.75,-1.0598599910736084,0.6796875,-1.1744229793548584,0.625,-0.753696084022522,0.8359375,-6.137202262878418,5.247968435287476,-6.065391540527344,5.005531549453735,-5.34968376159668,4.175260782241821,-5.7979021072387695,5.044206023216248,-4.335824012756348,3.6028119325637817,-3.1703097820281982,2.281075954437256,-3.4935684204101562,2.433708429336548,-3.0931859016418457,1.9187629222869873
113,28,attn,denoising,0.840227484703064,0.9427169561386108,0.9664074182510376,0.9437820315361023,0.8946236371994019,-4.667874336242676,0.0625,-4.702927589416504,0.1171875,-5.368895530700684,0.0546875,-5.413116455078125,0.0625,-6.020966053009033,0.09375,-5.924275875091553,1.2213482856750488,-5.633686065673828,0.26479053497314453,-4.970251083374023,-0.44286537170410156,-5.973695755004883,-0.04727029800415039,-4.753142356872559,0.08526802062988281,-5.142604827880859,0.43967723846435547,-5.330387115478516,-0.03850841522216797,-5.706549644470215,0.29343318939208984
114,28,mlp,noising,0.8395060300827026,0.9406241774559021,0.9711072444915771,0.948489785194397,0.8544809818267822,-0.7339344620704651,0.96875,-0.9032324552536011,0.6953125,-1.0968904495239258,0.671875,-1.19114351272583,0.6171875,-0.7571424245834351,0.84375,-6.094815254211426,5.191582798957825,-6.032947063446045,4.936056613922119,-5.318653106689453,4.127509593963623,-5.759666442871094,5.002524018287659,-4.321707725524902,3.5877732634544373,-3.1258225440979004,2.2225900888442993,-3.403499126434326,2.3066086769104004,-3.017273426055908,1.8261299133300781
115,28,mlp,denoising,0.836460292339325,0.9410775899887085,0.9660338759422302,0.9441837072372437,0.8913973569869995,-4.679253101348877,0.0625,-4.572887420654297,0.1328125,-5.240669250488281,0.0390625,-5.363649845123291,0.0546875,-6.010770797729492,0.0859375,-5.861108779907227,1.2882213592529297,-5.542972087860107,0.30230283737182617,-4.951992034912109,-0.41165781021118164,-5.944450378417969,-0.06632041931152344,-4.756491184234619,0.07723808288574219,-5.075788497924805,0.5029010772705078,-5.310673713684082,0.07000446319580078,-5.7470526695251465,0.38340282440185547
116,29,attn,noising,0.8377302289009094,0.9392679929733276,0.969460129737854,0.9498696327209473,0.8585095405578613,-0.7412353754043579,0.96875,-0.894669771194458,0.7265625,-1.0649220943450928,0.6640625,-1.1588940620422363,0.609375,-0.737435519695282,0.8359375,-6.155417442321777,5.260747671127319,-6.077216625213623,5.01229453086853,-5.361684799194336,4.2027907371521,-5.8024702072143555,5.0650346875190735,-4.313082695007324,3.5718473196029663,-3.157149076461792,2.262479305267334,-3.48673677444458,2.4218146800994873,-3.066725254058838,1.9078311920166016
117,29,attn,denoising,0.8336965441703796,0.9402235746383667,0.965743899345398,0.9445172548294067,0.8947471976280212,-4.67595100402832,0.0625,-4.7595343589782715,0.125,-5.464478969573975,0.0390625,-5.550384521484375,0.0703125,-6.1755452156066895,0.0859375,-5.900251388549805,1.1407170295715332,-5.661158084869385,0.19667911529541016,-5.041080474853516,-0.5093040466308594,-6.018915176391602,-0.1566300392150879,-4.746974468231201,0.07102346420288086,-5.1760711669921875,0.416536808013916,-5.419588088989258,-0.0448908805847168,-5.835601329803467,0.2852168083190918
118,29,mlp,noising,0.8369792699813843,0.9418748021125793,0.9712734222412109,0.947364091873169,0.851038932800293,-0.746261715888977,0.9609375,-0.8812317848205566,0.71875,-1.0936195850372314,0.671875,-1.1910321712493896,0.59375,-0.8033316135406494,0.8203125,-6.085049152374268,5.203817367553711,-5.975897789001465,4.882278203964233,-5.248791694641113,4.057759523391724,-5.738489627838135,4.935158014297485,-4.302425384521484,3.5561636686325073,-3.1636667251586914,2.2824349403381348,-3.426377534866333,2.3327579498291016,-3.0709571838378906,1.879925012588501
119,29,mlp,denoising,0.8357099294662476,0.9432148933410645,0.9672204852104187,0.9432302713394165,0.8869956731796265,-4.628331184387207,0.0625,-4.558517932891846,0.125,-5.124867916107178,0.0390625,-5.203365325927734,0.078125,-5.740668773651123,0.09375,-5.8202805519104,1.2617626190185547,-5.536446571350098,0.4115786552429199,-4.90717887878418,-0.2961864471435547,-5.8441619873046875,0.10349321365356445,-4.725112438201904,0.09678125381469727,-5.017995357513428,0.45947742462158203,-5.205086708068848,0.08021879196166992,-5.526872158050537,0.32350683212280273
